Ticket_ID,Customer_Age,Customer_Gender,Product_Purchased,Ticket_Type,Ticket_Status,Ticket_Priority,Ticket_Channel,Ticket_Creation_Date,First_Response_Time,Time_to_Resolution,Customer_Satisfaction_Rating
4040,64,Other,Nintendo Switch,Technical issue,Closed,Medium,Social media,5/31/23 8:13 AM,6/1/23 8:13 AM,6/1/23 10:12 AM,1
4041,28,Female,Canon DSLR Camera,Cancellation request,Open,Critical,Social media,,,,
4042,51,Female,Dell XPS,Technical issue,Closed,Critical,Phone,5/31/23 4:51 PM,6/1/23 4:51 PM,6/1/23 5:22 PM,5
4043,47,Female,Autodesk AutoCAD,Billing inquiry,Closed,High,Phone,5/31/23 7:14 PM,6/1/23 7:14 PM,6/1/23 9:22 PM,2
4044,61,Other,Autodesk AutoCAD,Technical issue,Closed,Critical,Chat,5/31/23 1:08 PM,6/1/23 1:08 PM,6/1/23 8:25 PM,5
4045,42,Male,LG Washing Machine,Billing inquiry,Open,Critical,Phone,,,,
4046,47,Male,Philips Hue Lights,Refund request,Open,Critical,Chat,,,,
4047,61,Female,PlayStation,Refund request,Pending Customer Response,Low,Chat,5/31/23 8:25 AM,6/1/23 8:25 AM,,
4048,19,Other,Canon EOS,Technical issue,Closed,Critical,Chat,5/31/23 3:00 AM,6/1/23 3:00 AM,6/1/23 4:08 AM,4
4049,35,Female,Nikon D,Technical issue,Closed,Medium,Social media,5/31/23 5:16 PM,6/1/23 5:16 PM,6/1/23 2:13 PM,1
4050,41,Female,Microsoft Office,Technical issue,Pending Customer Response,Critical,Phone,5/31/23 5:05 AM,6/1/23 5:05 AM,,
4051,18,Other,Samsung Galaxy,Technical issue,Open,High,Email,,,,
4052,33,Other,Samsung Galaxy,Product inquiry,Pending Customer Response,Low,Chat,5/31/23 10:15 PM,6/1/23 10:15 PM,,
4053,40,Female,Nintendo Switch,Product inquiry,Pending Customer Response,Low,Social media,5/31/23 5:02 PM,6/1/23 5:02 PM,,
4054,70,Female,Asus ROG,Billing inquiry,Pending Customer Response,Medium,Chat,5/31/23 12:09 AM,6/1/23 12:09 AM,,
4055,43,Male,Fitbit Versa Smartwatch,Product inquiry,Open,Critical,Social media,,,,
4056,48,Female,Google Pixel,Billing inquiry,Open,Medium,Social media,,,,
4057,57,Male,LG OLED,Cancellation request,Open,Critical,Phone,,,,
4058,32,Male,Amazon Echo,Refund request,Pending Customer Response,High,Social media,5/31/23 1:44 PM,6/1/23 1:44 PM,,
4059,27,Male,Nikon D,Billing inquiry,Closed,Medium,Email,5/31/23 3:59 PM,6/1/23 3:59 PM,6/1/23 8:11 PM,4
4060,47,Female,Microsoft Office,Billing inquiry,Open,Low,Chat,,,,
4061,59,Male,Garmin Forerunner,Billing inquiry,Closed,Low,Phone,5/31/23 9:02 PM,6/1/23 9:02 PM,6/1/23 1:35 PM,2
4062,56,Female,Fitbit Versa Smartwatch,Billing inquiry,Closed,Low,Chat,5/31/23 6:52 PM,6/1/23 6:52 PM,6/1/23 1:21 PM,5
4063,36,Male,Canon EOS,Cancellation request,Open,Medium,Phone,,,,
4064,38,Other,Bose SoundLink Speaker,Product inquiry,Closed,High,Chat,5/31/23 9:18 AM,6/1/23 9:18 AM,6/1/23 6:31 PM,2
4065,61,Female,LG OLED,Cancellation request,Closed,High,Chat,5/31/23 8:17 AM,6/1/23 8:17 AM,6/1/23 5:27 AM,2
4066,42,Other,Bose QuietComfort,Technical issue,Open,Low,Email,,,,
4067,20,Female,Dell XPS,Product inquiry,Closed,High,Phone,5/31/23 2:50 PM,6/1/23 2:50 PM,6/1/23 7:55 PM,5
4068,60,Female,Microsoft Surface,Technical issue,Pending Customer Response,High,Email,5/31/23 4:47 PM,6/1/23 4:47 PM,,
4069,47,Other,Microsoft Xbox Controller,Cancellation request,Closed,Low,Social media,5/31/23 12:31 PM,6/1/23 12:31 PM,6/1/23 8:03 PM,5
4070,34,Male,Philips Hue Lights,Product inquiry,Closed,Critical,Email,5/31/23 12:01 PM,6/1/23 12:01 PM,6/1/23 4:18 AM,1
4071,26,Other,Microsoft Office,Product inquiry,Open,Critical,Phone,,,,
4072,36,Female,Bose QuietComfort,Cancellation request,Pending Customer Response,High,Chat,5/31/23 12:06 AM,6/1/23 12:06 AM,,
4073,29,Male,Xbox,Billing inquiry,Pending Customer Response,Low,Social media,5/31/23 3:08 PM,6/1/23 3:08 PM,,
4074,35,Female,PlayStation,Product inquiry,Open,Medium,Social media,,,,
4075,70,Male,Philips Hue Lights,Product inquiry,Closed,High,Email,5/31/23 6:18 PM,6/1/23 6:18 PM,6/1/23 9:46 PM,4
4076,33,Other,Nest Thermostat,Cancellation request,Open,High,Chat,,,,
4077,30,Other,Microsoft Office,Product inquiry,Pending Customer Response,Critical,Social media,5/31/23 5:44 PM,6/1/23 5:44 PM,,
4078,53,Other,Amazon Kindle,Billing inquiry,Closed,Critical,Email,5/31/23 3:07 PM,6/1/23 3:07 PM,6/1/23 3:56 AM,2
4079,27,Male,Sony Xperia,Cancellation request,Pending Customer Response,Medium,Phone,5/31/23 1:21 PM,6/1/23 1:21 PM,,
4080,22,Other,Sony 4K HDR TV,Cancellation request,Closed,High,Social media,5/31/23 2:46 AM,6/1/23 2:46 AM,6/1/23 3:06 AM,2
4081,47,Male,Samsung Soundbar,Billing inquiry,Closed,High,Chat,5/31/23 3:32 PM,6/1/23 3:32 PM,6/1/23 5:04 AM,3
4082,52,Female,Canon EOS,Cancellation request,Pending Customer Response,High,Social media,5/31/23 2:31 PM,6/1/23 2:31 PM,,
4083,24,Other,HP Pavilion,Refund request,Open,Medium,Email,,,,
4084,42,Female,Canon DSLR Camera,Product inquiry,Pending Customer Response,Critical,Social media,5/31/23 9:51 PM,6/1/23 9:51 PM,,
4085,53,Other,Nintendo Switch Pro Controller,Refund request,Pending Customer Response,High,Email,5/31/23 1:00 AM,6/1/23 1:00 AM,,
4086,52,Other,Nikon D,Cancellation request,Pending Customer Response,Critical,Phone,5/31/23 4:39 AM,6/1/23 4:39 AM,,
4087,33,Female,Xbox,Technical issue,Pending Customer Response,Medium,Social media,5/30/23 11:37 PM,5/31/23 11:37 PM,,
4088,64,Female,Microsoft Surface,Refund request,Open,Medium,Chat,,,,
4089,41,Female,PlayStation,Technical issue,Open,Critical,Chat,,,,
4090,53,Male,Autodesk AutoCAD,Cancellation request,Closed,Critical,Phone,5/31/23 6:38 AM,6/1/23 6:38 AM,6/1/23 11:50 AM,2
4091,33,Other,Samsung Soundbar,Cancellation request,Open,Medium,Social media,,,,
4092,54,Female,Garmin Forerunner,Cancellation request,Closed,High,Phone,5/31/23 11:34 AM,6/1/23 11:34 AM,6/1/23 1:14 PM,5
4093,45,Male,Fitbit Charge,Technical issue,Open,High,Social media,,,,
4094,46,Female,Microsoft Xbox Controller,Technical issue,Open,High,Chat,,,,
4095,60,Other,Canon DSLR Camera,Cancellation request,Pending Customer Response,Medium,Social media,5/31/23 7:15 AM,6/1/23 7:15 AM,,
4096,20,Male,Adobe Photoshop,Technical issue,Pending Customer Response,High,Phone,5/31/23 12:31 AM,6/1/23 12:31 AM,,
4097,70,Male,MacBook Pro,Cancellation request,Open,Low,Chat,,,,
4098,40,Male,Bose QuietComfort,Billing inquiry,Open,Medium,Chat,,,,
4099,42,Female,Amazon Echo,Technical issue,Open,Critical,Email,,,,
4100,44,Other,Apple AirPods,Product inquiry,Open,Medium,Social media,,,,
4101,59,Female,Lenovo ThinkPad,Technical issue,Pending Customer Response,Medium,Chat,5/31/23 8:54 PM,6/1/23 8:54 PM,,
4102,47,Female,Nintendo Switch Pro Controller,Product inquiry,Open,Medium,Chat,,,,
4103,24,Female,GoPro Hero,Refund request,Closed,Critical,Social media,5/31/23 12:20 AM,6/1/23 12:20 AM,6/1/23 1:26 PM,5
4104,20,Male,Roomba Robot Vacuum,Product inquiry,Pending Customer Response,Low,Email,5/31/23 12:58 PM,6/1/23 12:58 PM,,
4105,18,Other,Dell XPS,Refund request,Open,Medium,Chat,,,,
4106,28,Male,Nintendo Switch Pro Controller,Cancellation request,Open,Medium,Email,,,,
4107,61,Other,Roomba Robot Vacuum,Cancellation request,Open,High,Chat,,,,
4108,49,Other,iPhone,Refund request,Pending Customer Response,Critical,Social media,5/31/23 9:20 AM,6/1/23 9:20 AM,,
4109,62,Female,Nintendo Switch Pro Controller,Product inquiry,Open,Critical,Email,,,,
4110,36,Female,Amazon Kindle,Technical issue,Open,Low,Phone,,,,
4111,60,Male,Sony 4K HDR TV,Product inquiry,Closed,Critical,Email,5/31/23 5:40 AM,6/1/23 5:40 AM,5/31/23 11:26 PM,4
4112,56,Other,Canon DSLR Camera,Product inquiry,Closed,Low,Social media,5/31/23 12:46 PM,6/1/23 12:46 PM,6/1/23 5:32 AM,1
4113,44,Other,Lenovo ThinkPad,Cancellation request,Open,Low,Social media,,,,
4114,30,Female,iPhone,Cancellation request,Open,Low,Chat,,,,
4115,70,Male,Dell XPS,Cancellation request,Pending Customer Response,Critical,Email,5/31/23 7:22 PM,6/1/23 7:22 PM,,
4116,42,Male,LG Washing Machine,Billing inquiry,Open,Low,Social media,,,,
4117,60,Male,Autodesk AutoCAD,Product inquiry,Pending Customer Response,High,Phone,5/31/23 10:05 PM,6/1/23 10:05 PM,,
4118,27,Male,Nintendo Switch Pro Controller,Product inquiry,Pending Customer Response,High,Social media,5/31/23 2:04 AM,6/1/23 2:04 AM,,
4119,62,Female,Fitbit Charge,Refund request,Pending Customer Response,Critical,Email,5/31/23 4:41 PM,6/1/23 4:41 PM,,
4120,41,Male,Sony PlayStation,Product inquiry,Closed,High,Phone,5/31/23 5:30 PM,6/1/23 5:30 PM,5/31/23 11:31 PM,5
4121,26,Other,PlayStation,Cancellation request,Closed,High,Social media,5/31/23 12:55 AM,6/1/23 12:55 AM,6/1/23 3:44 PM,4
4122,31,Other,Sony 4K HDR TV,Cancellation request,Pending Customer Response,Low,Phone,5/31/23 5:57 AM,6/1/23 5:57 AM,,
4123,51,Other,Lenovo ThinkPad,Refund request,Closed,High,Email,5/31/23 3:40 AM,6/1/23 3:40 AM,6/1/23 3:56 AM,2
4124,46,Other,Sony Xperia,Cancellation request,Closed,Critical,Chat,5/31/23 1:29 AM,6/1/23 1:29 AM,6/1/23 3:25 PM,4
4125,47,Other,Nintendo Switch Pro Controller,Cancellation request,Open,Low,Email,,,,
4126,67,Other,Amazon Echo,Technical issue,Pending Customer Response,Low,Email,5/31/23 2:28 PM,6/1/23 2:28 PM,,
4127,56,Other,Samsung Soundbar,Billing inquiry,Closed,Medium,Social media,5/31/23 3:46 PM,6/1/23 3:46 PM,5/31/23 11:24 PM,3
4128,62,Female,Lenovo ThinkPad,Product inquiry,Pending Customer Response,High,Email,5/31/23 1:05 AM,6/1/23 1:05 AM,,
4129,38,Female,Lenovo ThinkPad,Cancellation request,Closed,Low,Phone,5/31/23 6:04 AM,6/1/23 6:04 AM,6/1/23 11:08 AM,2
4130,35,Other,Asus ROG,Billing inquiry,Open,Critical,Phone,,,,
4131,70,Other,PlayStation,Cancellation request,Closed,Critical,Chat,5/31/23 5:54 PM,6/1/23 5:54 PM,6/1/23 1:47 AM,3
4132,41,Other,Sony PlayStation,Cancellation request,Closed,Medium,Email,5/31/23 7:55 AM,6/1/23 7:55 AM,6/1/23 12:01 AM,4
4133,63,Male,Nest Thermostat,Product inquiry,Open,Critical,Chat,,,,
4134,24,Female,Dyson Vacuum Cleaner,Cancellation request,Closed,High,Chat,5/31/23 3:41 PM,6/1/23 3:41 PM,6/1/23 6:16 PM,4
4135,59,Other,Xbox,Technical issue,Closed,High,Phone,5/31/23 3:21 PM,6/1/23 3:21 PM,6/1/23 11:07 PM,4
4136,28,Male,Canon EOS,Product inquiry,Pending Customer Response,Critical,Email,5/31/23 9:14 PM,6/1/23 9:14 PM,,
4137,57,Female,Microsoft Office,Billing inquiry,Closed,High,Chat,5/31/23 6:15 PM,6/1/23 6:15 PM,6/1/23 4:32 AM,5
4138,38,Other,Dell XPS,Cancellation request,Open,High,Email,,,,
4139,30,Female,Asus ROG,Billing inquiry,Pending Customer Response,Low,Phone,5/31/23 7:53 AM,6/1/23 7:53 AM,,
4140,56,Male,LG OLED,Billing inquiry,Pending Customer Response,High,Social media,5/31/23 3:26 PM,6/1/23 3:26 PM,,
4141,29,Male,LG Smart TV,Cancellation request,Open,Medium,Phone,,,,
4142,51,Male,Nintendo Switch Pro Controller,Product inquiry,Pending Customer Response,Medium,Chat,5/31/23 5:23 AM,6/1/23 5:23 AM,,
4143,30,Male,GoPro Hero,Product inquiry,Pending Customer Response,Critical,Social media,5/31/23 1:47 AM,6/1/23 1:47 AM,,
4144,64,Female,Dyson Vacuum Cleaner,Cancellation request,Open,Critical,Email,,,,
4145,70,Other,Autodesk AutoCAD,Product inquiry,Open,Medium,Email,,,,
4146,48,Other,Nest Thermostat,Technical issue,Closed,Critical,Phone,5/31/23 4:07 AM,6/1/23 4:07 AM,6/1/23 5:02 PM,1
4147,49,Other,Garmin Forerunner,Product inquiry,Pending Customer Response,Medium,Chat,5/31/23 4:42 AM,6/1/23 4:42 AM,,
4148,40,Male,Adobe Photoshop,Product inquiry,Closed,Medium,Phone,5/31/23 10:47 AM,6/1/23 10:47 AM,6/1/23 7:28 AM,1
4149,61,Female,Microsoft Xbox Controller,Billing inquiry,Closed,Critical,Social media,5/31/23 8:16 AM,6/1/23 8:16 AM,6/1/23 7:40 AM,2
4150,66,Male,Asus ROG,Technical issue,Pending Customer Response,Low,Chat,5/31/23 7:45 AM,6/1/23 7:45 AM,,
4151,69,Other,Xbox,Refund request,Closed,Critical,Email,5/31/23 7:40 PM,6/1/23 7:40 PM,6/1/23 11:14 PM,2
4152,32,Female,Bose QuietComfort,Technical issue,Closed,Low,Phone,5/31/23 12:01 PM,6/1/23 12:01 PM,6/1/23 8:29 PM,4
4153,39,Female,Bose SoundLink Speaker,Cancellation request,Closed,High,Email,5/31/23 1:35 PM,6/1/23 1:35 PM,6/1/23 9:18 AM,1
4154,35,Female,Sony Xperia,Billing inquiry,Open,High,Email,,,,
4155,47,Female,GoPro Action Camera,Technical issue,Open,High,Phone,,,,
4156,23,Other,Microsoft Office,Technical issue,Pending Customer Response,Medium,Email,5/30/23 11:30 PM,5/31/23 11:30 PM,,
4157,34,Other,Microsoft Office,Billing inquiry,Pending Customer Response,High,Chat,5/31/23 3:04 PM,6/1/23 3:04 PM,,
4158,44,Male,Canon EOS,Cancellation request,Open,High,Social media,,,,
4159,59,Male,HP Pavilion,Technical issue,Pending Customer Response,Critical,Phone,5/31/23 12:33 PM,6/1/23 12:33 PM,,
4160,27,Female,LG OLED,Cancellation request,Pending Customer Response,Medium,Email,5/31/23 11:34 AM,6/1/23 11:34 AM,,
4161,32,Female,GoPro Hero,Billing inquiry,Pending Customer Response,Critical,Email,5/31/23 10:07 AM,6/1/23 10:07 AM,,
4162,26,Other,Sony Xperia,Billing inquiry,Pending Customer Response,Low,Chat,5/31/23 6:05 PM,6/1/23 6:05 PM,,
4163,36,Male,Canon DSLR Camera,Product inquiry,Closed,Critical,Email,5/31/23 7:02 PM,6/1/23 7:02 PM,6/1/23 1:40 PM,1
4164,29,Other,Nest Thermostat,Refund request,Open,Medium,Social media,,,,
4165,40,Female,Autodesk AutoCAD,Product inquiry,Pending Customer Response,High,Chat,5/31/23 3:50 AM,6/1/23 3:50 AM,,
4166,59,Male,Dyson Vacuum Cleaner,Technical issue,Pending Customer Response,Critical,Phone,5/31/23 8:34 AM,6/1/23 8:34 AM,,
4167,63,Other,Google Nest,Product inquiry,Pending Customer Response,Low,Social media,5/31/23 10:11 PM,6/1/23 10:11 PM,,
4168,62,Male,Nintendo Switch,Billing inquiry,Closed,Critical,Email,5/31/23 3:51 AM,6/1/23 3:51 AM,6/1/23 12:51 PM,2
4169,29,Male,Nintendo Switch,Refund request,Pending Customer Response,Critical,Phone,5/31/23 11:12 AM,6/1/23 11:12 AM,,
4170,25,Other,Canon EOS,Refund request,Closed,Medium,Chat,5/31/23 5:34 AM,6/1/23 5:34 AM,6/1/23 1:53 AM,5
4171,64,Female,iPhone,Refund request,Pending Customer Response,Medium,Email,5/31/23 5:11 PM,6/1/23 5:11 PM,,
4172,34,Female,Dyson Vacuum Cleaner,Product inquiry,Pending Customer Response,High,Phone,5/31/23 3:55 PM,6/1/23 3:55 PM,,
4173,21,Male,Nest Thermostat,Cancellation request,Pending Customer Response,Critical,Chat,5/31/23 2:20 AM,6/1/23 2:20 AM,,
4174,45,Female,Nintendo Switch,Billing inquiry,Open,Medium,Email,,,,
4175,19,Male,Fitbit Charge,Billing inquiry,Pending Customer Response,Medium,Chat,5/31/23 1:23 AM,6/1/23 1:23 AM,,
4176,31,Male,Microsoft Xbox Controller,Cancellation request,Open,Low,Social media,,,,
4177,67,Other,Microsoft Surface,Technical issue,Open,Low,Phone,,,,
4178,67,Other,Amazon Echo,Billing inquiry,Open,Medium,Phone,,,,
4179,27,Female,GoPro Action Camera,Product inquiry,Closed,Low,Chat,5/31/23 11:10 AM,6/1/23 11:10 AM,6/1/23 7:20 PM,4
4180,31,Male,Google Nest,Billing inquiry,Open,Critical,Email,,,,
4181,67,Male,Nest Thermostat,Technical issue,Open,Medium,Chat,,,,
4182,30,Male,Amazon Echo,Product inquiry,Pending Customer Response,Medium,Chat,5/31/23 3:36 PM,6/1/23 3:36 PM,,
4183,47,Male,Sony Xperia,Product inquiry,Open,Medium,Chat,,,,
4184,39,Female,Nest Thermostat,Billing inquiry,Pending Customer Response,Medium,Social media,5/31/23 7:12 PM,6/1/23 7:12 PM,,
4185,19,Other,Apple AirPods,Product inquiry,Open,High,Email,,,,
4186,48,Other,Nintendo Switch,Cancellation request,Pending Customer Response,High,Email,5/31/23 8:24 AM,6/1/23 8:24 AM,,
4187,24,Male,Roomba Robot Vacuum,Product inquiry,Pending Customer Response,Critical,Social media,5/31/23 4:20 AM,6/1/23 4:20 AM,,
4188,29,Male,Asus ROG,Product inquiry,Pending Customer Response,Low,Phone,5/31/23 12:05 AM,6/1/23 12:05 AM,,
4189,67,Male,LG OLED,Cancellation request,Pending Customer Response,Low,Phone,5/31/23 12:07 AM,6/1/23 12:07 AM,,
4190,68,Male,Google Pixel,Technical issue,Pending Customer Response,High,Email,5/31/23 5:23 PM,6/1/23 5:23 PM,,
4191,30,Female,Fitbit Versa Smartwatch,Product inquiry,Open,Critical,Social media,,,,
4192,38,Male,Adobe Photoshop,Billing inquiry,Pending Customer Response,Medium,Chat,5/31/23 7:55 AM,6/1/23 7:55 AM,,
4193,42,Female,Nintendo Switch,Technical issue,Closed,Critical,Chat,5/31/23 9:49 PM,6/1/23 9:49 PM,6/1/23 8:28 AM,3
4194,26,Female,Autodesk AutoCAD,Cancellation request,Open,Critical,Email,,,,
4195,30,Other,Samsung Galaxy,Refund request,Pending Customer Response,Medium,Social media,5/31/23 5:36 AM,6/1/23 5:36 AM,,
4196,23,Female,PlayStation,Product inquiry,Pending Customer Response,Critical,Social media,5/31/23 4:29 PM,6/1/23 4:29 PM,,
4197,54,Other,Microsoft Surface,Technical issue,Pending Customer Response,Medium,Chat,5/31/23 9:25 AM,6/1/23 9:25 AM,,
4198,54,Other,Nintendo Switch,Cancellation request,Pending Customer Response,Critical,Email,5/31/23 1:46 AM,6/1/23 1:46 AM,,
4199,22,Female,Xbox,Technical issue,Pending Customer Response,Medium,Email,5/31/23 8:08 AM,6/1/23 8:08 AM,,
4200,64,Male,Sony Xperia,Billing inquiry,Pending Customer Response,Critical,Email,5/31/23 4:55 AM,6/1/23 4:55 AM,,
4201,33,Male,GoPro Hero,Cancellation request,Closed,Medium,Chat,5/31/23 4:13 PM,6/1/23 4:13 PM,6/1/23 6:30 PM,4
4202,56,Other,Lenovo ThinkPad,Cancellation request,Pending Customer Response,Critical,Email,5/31/23 12:12 PM,6/1/23 12:12 PM,,
4203,51,Male,Dell XPS,Technical issue,Pending Customer Response,Medium,Chat,5/31/23 12:38 AM,6/1/23 12:38 AM,,
4204,27,Female,Canon EOS,Product inquiry,Open,High,Email,,,,
4205,65,Female,Autodesk AutoCAD,Product inquiry,Pending Customer Response,High,Email,5/31/23 7:21 PM,6/1/23 7:21 PM,,
4206,65,Male,Dell XPS,Billing inquiry,Open,Critical,Email,,,,
4207,40,Female,Microsoft Surface,Refund request,Open,High,Email,,,,
4208,48,Other,GoPro Hero,Refund request,Open,Medium,Social media,,,,
4209,32,Other,Samsung Soundbar,Refund request,Pending Customer Response,High,Chat,5/31/23 1:43 AM,6/1/23 1:43 AM,,
4210,36,Other,Fitbit Versa Smartwatch,Technical issue,Pending Customer Response,Medium,Chat,5/31/23 4:55 AM,6/1/23 4:55 AM,,
4211,38,Male,Nest Thermostat,Technical issue,Closed,Critical,Phone,5/31/23 3:30 AM,6/1/23 3:30 AM,6/1/23 7:20 AM,1
4212,28,Other,LG Washing Machine,Product inquiry,Closed,Low,Phone,5/31/23 10:33 AM,6/1/23 10:33 AM,6/1/23 6:37 PM,1
4213,52,Other,Dyson Vacuum Cleaner,Cancellation request,Open,High,Social media,,,,
4214,27,Male,LG Washing Machine,Refund request,Closed,Low,Email,5/31/23 6:39 AM,6/1/23 6:39 AM,6/1/23 2:08 AM,4
4215,46,Male,MacBook Pro,Refund request,Pending Customer Response,High,Email,5/31/23 6:18 PM,6/1/23 6:18 PM,,
4216,38,Female,LG OLED,Billing inquiry,Open,High,Phone,,,,
4217,55,Female,Sony PlayStation,Refund request,Pending Customer Response,High,Chat,5/31/23 6:12 PM,6/1/23 6:12 PM,,
4218,49,Other,Bose QuietComfort,Technical issue,Closed,Low,Social media,5/31/23 11:14 PM,6/1/23 11:14 PM,6/1/23 10:46 AM,4
4219,25,Other,Garmin Forerunner,Technical issue,Open,Medium,Email,,,,
4220,55,Male,Garmin Forerunner,Technical issue,Pending Customer Response,Medium,Email,5/31/23 3:53 PM,6/1/23 3:53 PM,,
4221,48,Male,HP Pavilion,Product inquiry,Pending Customer Response,High,Social media,5/31/23 2:07 AM,6/1/23 2:07 AM,,
4222,24,Male,Canon EOS,Refund request,Pending Customer Response,High,Email,5/31/23 6:32 AM,6/1/23 6:32 AM,,
4223,70,Male,Apple AirPods,Technical issue,Pending Customer Response,Critical,Chat,5/31/23 3:58 PM,6/1/23 3:58 PM,,
4224,46,Male,Canon DSLR Camera,Product inquiry,Pending Customer Response,Critical,Chat,5/31/23 7:07 PM,6/1/23 7:07 PM,,
4225,33,Male,Dell XPS,Billing inquiry,Pending Customer Response,Medium,Phone,5/31/23 5:53 PM,6/1/23 5:53 PM,,
4226,33,Other,Bose QuietComfort,Refund request,Pending Customer Response,Low,Chat,5/31/23 9:44 AM,6/1/23 9:44 AM,,
4227,24,Other,Xbox,Billing inquiry,Pending Customer Response,Low,Phone,5/31/23 3:26 AM,6/1/23 3:26 AM,,
4228,50,Female,Apple AirPods,Technical issue,Open,High,Phone,,,,
4229,43,Other,Fitbit Charge,Technical issue,Open,Critical,Social media,,,,
4230,46,Female,Canon DSLR Camera,Product inquiry,Closed,Critical,Email,5/31/23 1:34 PM,6/1/23 1:34 PM,6/1/23 3:43 PM,4
4231,30,Female,Roomba Robot Vacuum,Billing inquiry,Open,High,Email,,,,
4232,37,Female,Asus ROG,Cancellation request,Closed,Critical,Social media,5/31/23 3:49 PM,6/1/23 3:49 PM,6/1/23 8:35 AM,3
4233,33,Female,Nest Thermostat,Refund request,Pending Customer Response,Medium,Email,5/31/23 2:46 AM,6/1/23 2:46 AM,,
4234,45,Female,Canon EOS,Refund request,Closed,High,Social media,5/31/23 4:21 AM,6/1/23 4:21 AM,6/1/23 3:22 AM,1
4235,31,Female,Samsung Soundbar,Cancellation request,Closed,High,Chat,5/31/23 2:27 PM,6/1/23 2:27 PM,6/1/23 7:50 PM,1
4236,42,Male,Nintendo Switch,Refund request,Closed,Critical,Phone,5/31/23 12:43 PM,6/1/23 12:43 PM,6/1/23 7:25 AM,1
4237,60,Other,Garmin Forerunner,Technical issue,Pending Customer Response,High,Phone,5/31/23 7:16 AM,6/1/23 7:16 AM,,
4238,35,Male,Dyson Vacuum Cleaner,Cancellation request,Closed,Low,Phone,5/31/23 4:42 AM,6/1/23 4:42 AM,5/31/23 11:37 PM,1
4239,31,Male,Garmin Forerunner,Refund request,Pending Customer Response,Critical,Phone,5/31/23 4:34 PM,6/1/23 4:34 PM,,
4240,48,Female,Asus ROG,Cancellation request,Closed,Critical,Phone,5/31/23 7:22 PM,6/1/23 7:22 PM,6/1/23 11:42 AM,4
4241,70,Female,Fitbit Versa Smartwatch,Cancellation request,Open,High,Chat,,,,
4242,61,Male,Microsoft Office,Billing inquiry,Closed,Medium,Chat,5/31/23 11:31 AM,6/1/23 11:31 AM,6/1/23 8:24 PM,5
4243,67,Other,Sony Xperia,Cancellation request,Closed,Critical,Email,5/31/23 12:30 AM,6/1/23 12:30 AM,6/1/23 7:16 PM,4
4244,58,Other,Dyson Vacuum Cleaner,Refund request,Closed,High,Email,5/31/23 3:05 PM,6/1/23 3:05 PM,6/1/23 9:28 AM,1
4245,39,Female,Fitbit Versa Smartwatch,Product inquiry,Open,High,Email,,,,
4246,66,Other,HP Pavilion,Refund request,Pending Customer Response,Medium,Chat,5/31/23 6:47 AM,6/1/23 6:47 AM,,
4247,25,Female,Sony PlayStation,Refund request,Closed,High,Social media,5/31/23 3:05 PM,6/1/23 3:05 PM,6/1/23 7:48 PM,2
4248,43,Male,Canon DSLR Camera,Billing inquiry,Pending Customer Response,Critical,Phone,5/31/23 11:12 PM,6/1/23 11:12 PM,,
4249,27,Female,Bose QuietComfort,Product inquiry,Pending Customer Response,Critical,Email,5/31/23 12:49 PM,6/1/23 12:49 PM,,
4250,47,Other,Lenovo ThinkPad,Cancellation request,Pending Customer Response,Low,Phone,5/31/23 8:40 AM,6/1/23 8:40 AM,,
4251,29,Other,Bose QuietComfort,Billing inquiry,Pending Customer Response,Medium,Email,5/31/23 10:25 PM,6/1/23 10:25 PM,,
4252,53,Other,iPhone,Technical issue,Pending Customer Response,High,Social media,5/31/23 8:49 PM,6/1/23 8:49 PM,,
4253,50,Female,Dyson Vacuum Cleaner,Cancellation request,Open,Critical,Phone,,,,
4254,56,Male,Apple AirPods,Billing inquiry,Closed,High,Email,5/31/23 1:30 AM,6/1/23 1:30 AM,6/1/23 2:32 PM,5
4255,39,Other,Microsoft Xbox Controller,Billing inquiry,Open,High,Email,,,,
4256,52,Male,Samsung Galaxy,Product inquiry,Pending Customer Response,High,Email,5/31/23 8:47 AM,6/1/23 8:47 AM,,
4257,54,Male,Bose QuietComfort,Product inquiry,Closed,Critical,Phone,5/31/23 7:59 AM,6/1/23 7:59 AM,6/1/23 1:38 AM,3
4258,38,Female,Asus ROG,Technical issue,Open,Medium,Chat,,,,
4259,55,Male,LG Washing Machine,Product inquiry,Closed,Medium,Phone,5/31/23 10:43 PM,6/1/23 10:43 PM,6/1/23 7:56 PM,2
4260,62,Male,Microsoft Xbox Controller,Cancellation request,Pending Customer Response,Critical,Email,5/31/23 1:14 AM,6/1/23 1:14 AM,,
4261,18,Male,Bose QuietComfort,Refund request,Pending Customer Response,High,Email,5/31/23 2:57 AM,6/1/23 2:57 AM,,
4262,43,Female,Nest Thermostat,Product inquiry,Open,Critical,Phone,,,,
4263,23,Other,LG Washing Machine,Billing inquiry,Open,Medium,Email,,,,
4264,59,Male,Lenovo ThinkPad,Technical issue,Open,High,Email,,,,
4265,67,Other,PlayStation,Cancellation request,Closed,Critical,Email,5/31/23 6:04 PM,6/1/23 6:04 PM,6/1/23 6:35 PM,4
4266,43,Female,GoPro Action Camera,Refund request,Pending Customer Response,High,Phone,5/31/23 10:39 PM,6/1/23 10:39 PM,,
