Order_ID,Returns,Order_Date,Ship_Date,Shipping_Time_Days,Segment,Country_Region,City,State,Sales_Manager,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Profit,Return_Loss,,,,,,,,,,,,,,,,,,,,
CA-2018-163867,No,6/3/2018,6/6/2018,3,Consumer,United States,Decatur,Illinois,Kelly Williams,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,$132.70,$9.95,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-134915,No,11/12/2021,11/12/2021,0,Home Office,United States,Glendale,Arizona,Anna Andreadi,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,$113.89,$9.97,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-159730,No,9/17/2020,9/21/2020,4,Home Office,United States,Seattle,Washington,Anna Andreadi,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,$113.89,$9.97,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-144092,No,11/5/2020,11/7/2020,2,Consumer,United States,San Jose,California,Anna Andreadi,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,$113.89,$9.97,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-102274,No,11/21/2018,11/26/2018,5,Corporate,United States,Richmond,Kentucky,Cassandra Brandow,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",$36.99,$9.99,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-140130,No,10/31/2020,11/5/2020,5,Corporate,United States,Tulsa,Oklahoma,Kelly Williams,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",$332.94,$9.99,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-113705,No,3/27/2021,3/29/2021,2,Consumer,United States,Richmond,Virginia,Cassandra Brandow,South,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",$332.94,$9.99,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-167164,No,5/13/2018,5/15/2018,2,Consumer,United States,West Jordan,Utah,Anna Andreadi,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,$55.50,$9.99,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-123701,No,11/24/2021,11/27/2021,3,Consumer,United States,San Francisco,California,Anna Andreadi,West,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,$27.76,$9.99,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-130407,No,9/2/2020,9/6/2020,4,Consumer,United States,New York City,New York,Chuck Magee,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,$39.98,$10.00,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-164756,No,9/18/2021,9/22/2021,4,Corporate,United States,Columbus,Georgia,Cassandra Brandow,South,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",$34.48,$10.00,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-151547,Yes,1/17/2019,1/23/2019,6,Consumer,United States,Bartlett,Tennessee,Cassandra Brandow,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",$88.96,$10.01,$78.95,,,,,,,,,,,,,,,,,,,,
CA-2021-139311,No,8/11/2021,8/13/2021,2,Corporate,United States,Bedford,Texas,Kelly Williams,Central,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",$29.66,$10.01,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-122168,No,8/21/2019,8/26/2019,5,Corporate,United States,Florence,Kentucky,Cassandra Brandow,South,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",$35.76,$10.01,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-101938,No,1/7/2020,1/12/2020,5,Home Office,United States,Oakland,California,Anna Andreadi,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,$34.58,$10.03,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-158526,No,12/29/2021,1/1/2022,3,Consumer,United States,Louisville,Kentucky,Cassandra Brandow,South,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,$34.58,$10.03,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-139913,No,10/23/2021,10/29/2021,6,Corporate,United States,Rochester,New York,Chuck Magee,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,$35.88,$10.05,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-165148,No,10/22/2020,10/24/2020,2,Home Office,United States,Detroit,Michigan,Kelly Williams,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,$31.40,$10.05,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-161809,No,1/20/2021,1/26/2021,6,Consumer,United States,Los Angeles,California,Anna Andreadi,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,$160.78,$10.05,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-106831,No,6/1/2021,6/3/2021,2,Consumer,United States,Dublin,Ohio,Chuck Magee,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,$27.74,$10.06,$0.00,,,,,,,,,,,,,,,,,,,,
US-2020-128678,No,9/15/2020,9/20/2020,5,Consumer,United States,Seattle,Washington,Anna Andreadi,West,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$21.40,$10.06,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-128076,No,2/2/2021,2/7/2021,5,Corporate,United States,San Diego,California,Anna Andreadi,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,$30.96,$10.06,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-147886,Yes,3/28/2021,3/31/2021,3,Corporate,United States,Fairfield,California,Anna Andreadi,West,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,$26.48,$10.06,$16.42,,,,,,,,,,,,,,,,,,,,
CA-2020-153836,No,10/30/2020,11/3/2020,4,Corporate,United States,New York City,New York,Chuck Magee,East,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,$28.75,$10.06,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-122336,No,4/13/2018,4/17/2018,4,Corporate,United States,Philadelphia,Pennsylvania,Chuck Magee,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,$30.99,$10.07,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-163335,No,9/24/2021,9/27/2021,3,Consumer,United States,Columbus,Georgia,Cassandra Brandow,South,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,$40.29,$10.07,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-109890,No,7/21/2018,7/27/2018,6,Consumer,United States,Omaha,Nebraska,Kelly Williams,Central,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,$35.98,$10.07,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-128447,No,11/10/2021,11/17/2021,7,Consumer,United States,Pasco,Washington,Anna Andreadi,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,$28.79,$10.08,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-113628,Yes,11/12/2019,11/19/2019,7,Corporate,United States,Plantation,Florida,Cassandra Brandow,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,$100.79,$10.08,$90.71,,,,,,,,,,,,,,,,,,,,
CA-2018-147900,No,9/23/2018,9/28/2018,5,Home Office,United States,Lakewood,Ohio,Chuck Magee,East,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,$28.80,$10.08,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-121671,No,7/17/2020,7/22/2020,5,Consumer,United States,Springfield,Missouri,Kelly Williams,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,$21.93,$10.09,$0.00,,,,,,,,,,,,,,,,,,,,
US-2020-150861,No,12/3/2020,12/6/2020,3,Consumer,United States,Oceanside,New York,Chuck Magee,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",$33.63,$10.09,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-137708,No,11/22/2019,11/25/2019,3,Consumer,United States,Los Angeles,California,Anna Andreadi,West,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",$33.63,$10.09,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-142573,No,7/18/2021,7/23/2021,5,Consumer,United States,Phoenix,Arizona,Anna Andreadi,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",$161.57,$10.10,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-125563,No,4/11/2019,4/17/2019,6,Consumer,United States,Tampa,Florida,Cassandra Brandow,South,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,$67.36,$10.10,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-145702,No,5/19/2021,5/24/2021,5,Corporate,United States,Knoxville,Tennessee,Cassandra Brandow,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,$27.89,$10.11,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-115791,No,1/16/2018,1/18/2018,2,Consumer,United States,Philadelphia,Pennsylvania,Chuck Magee,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,$30.07,$10.15,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-109953,No,7/14/2020,7/18/2020,4,Consumer,United States,San Francisco,California,Anna Andreadi,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,$30.80,$10.16,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-116498,No,5/30/2021,6/3/2021,4,Consumer,United States,San Diego,California,Anna Andreadi,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",$35.10,$10.18,$0.00,,,,,,,,,,,,,,,,,,,,
US-2019-123960,No,6/11/2019,6/16/2019,5,Consumer,United States,Monroe,Louisiana,Cassandra Brandow,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$53.70,$10.20,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-133333,No,9/18/2021,9/22/2021,4,Corporate,United States,Green Bay,Wisconsin,Kelly Williams,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",$22.72,$10.22,$0.00,,,,,,,,,,,,,,,,,,,,
US-2020-115819,No,4/19/2020,4/24/2020,5,Consumer,United States,Los Angeles,California,Anna Andreadi,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",$22.72,$10.22,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-154900,No,2/25/2019,3/1/2019,4,Consumer,United States,Leominster,Massachusetts,Chuck Magee,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",$22.72,$10.22,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-117345,No,8/1/2018,8/5/2018,4,Corporate,United States,Charlotte,North Carolina,Cassandra Brandow,South,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,$62.92,$10.22,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-167745,No,9/18/2019,9/23/2019,5,Corporate,United States,Los Angeles,California,Anna Andreadi,West,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,$24.40,$10.25,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-141593,Yes,12/14/2019,12/16/2019,2,Corporate,United States,Los Angeles,California,Anna Andreadi,West,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",$273.57,$10.26,$263.31,,,,,,,,,,,,,,,,,,,,
CA-2020-156503,No,10/14/2020,10/20/2020,6,Consumer,United States,Jacksonville,North Carolina,Cassandra Brandow,South,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,$102.59,$10.26,$0.00,,,,,,,,,,,,,,,,,,,,
US-2019-134271,No,4/18/2019,4/23/2019,5,Consumer,United States,New York City,New York,Chuck Magee,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,$21.93,$10.31,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-140382,No,6/23/2020,6/25/2020,2,Consumer,United States,San Francisco,California,Anna Andreadi,West,OFF-LA-10001934,Office Supplies,Labels,Avery 516,$21.93,$10.31,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-160661,No,10/28/2021,11/1/2021,4,Consumer,United States,Everett,Massachusetts,Chuck Magee,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,$21.93,$10.31,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-140844,No,6/19/2021,6/23/2021,4,Corporate,United States,New York City,New York,Chuck Magee,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,$103.12,$10.31,$0.00,,,,,,,,,,,,,,,,,,,,
US-2018-117135,No,6/21/2018,6/23/2018,2,Consumer,United States,Waynesboro,Virginia,Cassandra Brandow,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,$36.84,$10.32,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-128111,No,3/17/2020,3/23/2020,6,Consumer,United States,Malden,Massachusetts,Chuck Magee,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,$39.68,$10.32,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-146437,No,1/28/2020,2/1/2020,4,Corporate,United States,Los Angeles,California,Anna Andreadi,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,$39.68,$10.32,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-111591,No,3/21/2021,3/25/2021,4,Home Office,United States,Seattle,Washington,Anna Andreadi,West,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",$30.58,$10.32,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-115392,No,10/1/2019,10/4/2019,3,Home Office,United States,Cambridge,Massachusetts,Chuck Magee,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,$22.45,$10.33,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-113803,No,3/24/2020,3/26/2020,2,Corporate,United States,Richmond,Indiana,Kelly Williams,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",$22.48,$10.34,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-136868,No,10/6/2021,10/12/2021,6,Home Office,United States,New York City,New York,Chuck Magee,East,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,$344.91,$10.35,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-122490,No,11/13/2021,11/18/2021,5,Consumer,United States,Seattle,Washington,Anna Andreadi,West,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,$344.91,$10.35,$0.00,,,,,,,,,,,,,,,,,,,,
US-2018-143581,No,8/19/2018,8/23/2018,4,Corporate,United States,Columbus,Georgia,Cassandra Brandow,South,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,$344.91,$10.35,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-119144,No,11/16/2018,11/18/2018,2,Corporate,United States,Los Angeles,California,Anna Andreadi,West,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,$344.91,$10.35,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-124653,No,12/24/2019,12/26/2019,2,Corporate,United States,Rochester,New York,Chuck Magee,East,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,$21.56,$10.35,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-130274,No,5/3/2018,5/5/2018,2,Home Office,United States,Appleton,Wisconsin,Kelly Williams,Central,OFF-LA-10002195,Office Supplies,Labels,Avery 481,$21.56,$10.35,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-148376,No,12/27/2019,12/31/2019,4,Consumer,United States,Los Angeles,California,Anna Andreadi,West,OFF-LA-10002381,Office Supplies,Labels,Avery 497,$21.56,$10.35,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-110366,No,9/5/2020,9/7/2020,2,Corporate,United States,Philadelphia,Pennsylvania,Chuck Magee,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",$82.80,$10.35,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-167241,No,8/15/2020,8/22/2020,7,Consumer,United States,Los Angeles,California,Anna Andreadi,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,$165.60,$10.35,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-135853,No,12/11/2019,12/14/2019,3,Consumer,United States,Detroit,Michigan,Kelly Williams,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,$23.00,$10.35,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-109218,No,6/30/2018,7/3/2018,3,Corporate,United States,Los Angeles,California,Anna Andreadi,West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",$32.40,$10.37,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-169929,No,9/25/2021,9/28/2021,3,Corporate,United States,Helena,Montana,Anna Andreadi,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,$39.90,$10.37,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-124233,No,4/8/2020,4/14/2020,6,Consumer,United States,Los Angeles,California,Anna Andreadi,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",$24.70,$10.37,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-161718,No,12/4/2019,12/10/2019,6,Consumer,United States,Hempstead,New York,Chuck Magee,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,$39.96,$10.39,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-131492,Yes,10/19/2021,10/24/2021,5,Corporate,United States,San Francisco,California,Anna Andreadi,West,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",$30.56,$10.39,$20.17,,,,,,,,,,,,,,,,,,,,
US-2021-109253,Yes,8/21/2021,8/22/2021,1,Consumer,United States,Oakland,California,Anna Andreadi,West,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,$129.92,$10.39,$119.53,,,,,,,,,,,,,,,,,,,,
CA-2018-151967,No,10/22/2018,10/26/2018,4,Corporate,United States,Bossier City,Louisiana,Cassandra Brandow,South,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,$129.92,$10.39,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-138681,No,12/20/2018,12/22/2018,2,Consumer,United States,Tucson,Arizona,Anna Andreadi,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",$51.97,$10.39,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-151484,No,4/20/2021,4/23/2021,3,Corporate,United States,Philadelphia,Pennsylvania,Chuck Magee,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",$51.97,$10.39,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-129280,No,5/3/2020,5/5/2020,2,Consumer,United States,Newark,Ohio,Chuck Magee,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",$51.97,$10.39,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-121216,No,12/23/2021,12/25/2021,2,Consumer,United States,College Station,Texas,Kelly Williams,Central,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,$28.67,$10.39,$0.00,,,,,,,,,,,,,,,,,,,,
US-2021-108063,No,12/2/2021,12/5/2021,3,Consumer,United States,Charlottesville,Virginia,Cassandra Brandow,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,$34.65,$10.40,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-133753,No,6/9/2018,6/13/2018,4,Home Office,United States,Huntsville,Texas,Kelly Williams,Central,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,$63.98,$10.40,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-107104,No,11/26/2020,11/30/2020,4,Consumer,United States,Los Angeles,California,Anna Andreadi,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,$37.17,$10.41,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-147578,No,4/22/2020,4/26/2020,4,Consumer,United States,San Francisco,California,Anna Andreadi,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,$31.56,$10.41,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-159639,No,11/27/2020,12/2/2020,5,Corporate,United States,Westfield,New Jersey,Chuck Magee,East,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,$31.56,$10.41,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-148495,No,8/13/2019,8/13/2019,0,Consumer,United States,Pomona,California,Anna Andreadi,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,$31.56,$10.41,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-157742,No,12/29/2020,12/31/2020,2,Consumer,United States,Springfield,Oregon,Anna Andreadi,West,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",$27.79,$10.42,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-161830,No,9/24/2019,9/26/2019,2,Consumer,United States,Seattle,Washington,Anna Andreadi,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",$35.96,$10.43,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-104381,No,12/16/2021,12/23/2021,7,Home Office,United States,Rochester,New York,Chuck Magee,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",$33.38,$10.43,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-158792,No,12/26/2019,1/2/2020,7,Consumer,United States,Lawrence,Massachusetts,Chuck Magee,East,OFF-FA-10002815,Office Supplies,Fasteners,Staples,$22.20,$10.43,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-155516,No,10/21/2020,10/21/2020,0,Corporate,United States,Manchester,Connecticut,Chuck Magee,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,$23.20,$10.44,$0.00,,,,,,,,,,,,,,,,,,,,
US-2019-115238,No,4/30/2019,5/4/2019,4,Corporate,United States,Lawrence,Massachusetts,Chuck Magee,East,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",$24.30,$10.45,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-115931,No,12/22/2021,12/26/2021,4,Corporate,United States,Carlsbad,New Mexico,Anna Andreadi,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,$37.32,$10.45,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-104486,No,5/1/2019,5/6/2019,5,Consumer,United States,San Francisco,California,Anna Andreadi,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,$37.32,$10.45,$0.00,,,,,,,,,,,,,,,,,,,,
US-2018-157847,No,4/2/2018,4/6/2018,4,Consumer,United States,Houston,Texas,Kelly Williams,Central,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,$33.49,$10.47,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-137050,No,7/14/2020,7/18/2020,4,Corporate,United States,New York City,New York,Chuck Magee,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,$41.86,$10.47,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2020-137736,No,11/10/2020,11/15/2020,5,Consumer,United States,Warner Robins,Georgia,Cassandra Brandow,South,OFF-AR-10004999,Office Supplies,Art,Newell 315,$41.86,$10.47,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-137344,No,8/20/2021,8/20/2021,0,Corporate,United States,Franklin,Massachusetts,Chuck Magee,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",$40.29,$10.48,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-144666,No,11/9/2018,11/11/2018,2,Consumer,United States,San Francisco,California,Anna Andreadi,West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",$222.67,$10.48,$0.00,,,,,,,,,,,,,,,,,,,,
US-2018-157385,No,11/23/2018,11/25/2018,2,Consumer,United States,Los Angeles,California,Anna Andreadi,West,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,$21.84,$10.48,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-112333,No,4/8/2021,4/14/2021,6,Home Office,United States,Plainfield,New Jersey,Chuck Magee,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,$41.95,$10.49,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-164707,No,2/18/2021,2/21/2021,3,Corporate,United States,Los Angeles,California,Anna Andreadi,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,$167.98,$10.50,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-113929,No,6/16/2018,6/21/2018,5,Consumer,United States,Hempstead,New York,Chuck Magee,East,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,$35.00,$10.50,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2021-108560,No,7/8/2021,7/15/2021,7,Consumer,United States,Kent,Washington,Anna Andreadi,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,$50.00,$10.50,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2019-126347,No,12/14/2019,12/19/2019,5,Consumer,United States,Los Angeles,California,Anna Andreadi,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,$50.00,$10.50,$0.00,,,,,,,,,,,,,,,,,,,,
CA-2018-104780,No,5/21/2018,5/25/2018,4,Home Office,United States,San Diego,California,Anna Andreadi,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,$31.84,$10.51,$0.00,,,,,,,,,,,,,,,,,,,,
